timestamps,TP9,AF7,AF8,TP10,Right AUX
1718226410.437,-28.809,-52.734,-35.156,-16.602,0.000
1718226410.441,-34.668,-51.758,-37.109,-23.438,0.000
1718226410.445,-12.695,-29.785,-30.273,-16.602,0.000
1718226410.449,-17.578,-42.969,-47.852,-23.926,0.000
1718226410.453,-28.809,-62.012,-61.523,-41.504,0.000
1718226410.457,-38.574,-55.664,-44.922,-40.039,0.000
1718226410.461,-45.410,-52.734,-37.598,-1.953,0.000
1718226410.465,-44.434,-53.223,-43.457,-5.371,0.000
1718226410.469,-44.434,-52.246,-50.781,-46.875,0.000
1718226410.473,-17.578,-41.992,-46.875,-21.484,0.000
1718226410.476,-23.438,-44.922,-33.691,-15.625,0.000
1718226410.480,-56.641,-57.617,-45.898,-27.344,0.000
1718226410.484,-41.016,-43.457,-44.922,-20.996,0.000
1718226410.488,-10.254,-24.414,-25.879,-8.301,0.000
1718226410.492,-44.922,-53.711,-45.898,-33.691,0.000
1718226410.496,-50.781,-63.477,-46.387,-32.227,0.000
1718226410.500,-36.133,-58.594,-40.527,-20.996,0.000
1718226410.504,-28.809,-57.129,-48.828,-39.062,0.000
1718226410.508,-37.598,-51.758,-41.992,-29.785,0.000
1718226410.512,-29.297,-47.852,-30.762,-20.996,0.000
1718226410.515,-1.465,-47.363,-35.156,-25.879,0.000
1718226410.519,-21.973,-44.922,-37.109,-19.531,0.000
1718226410.523,-38.086,-45.410,-32.715,-21.484,0.000
1718226410.527,-43.457,-57.617,-41.504,-19.043,0.000
1718226410.531,-36.133,-57.129,-47.363,-20.020,0.000
1718226410.535,-16.113,-52.246,-42.480,-17.090,0.000
1718226410.539,-33.203,-55.664,-28.320,-24.902,0.000
1718226410.543,-49.316,-55.664,-31.250,-30.273,0.000
1718226410.547,-34.668,-45.410,-36.621,-25.391,0.000
1718226410.551,-34.668,-44.434,-30.762,-30.273,0.000
1718226410.555,-18.066,-39.062,-20.996,-26.855,0.000
1718226410.558,-16.113,-44.922,-21.973,-26.855,0.000
1718226410.562,-33.203,-59.082,-42.480,-31.250,0.000
1718226410.566,-39.062,-57.617,-50.781,-28.809,0.000
1718226410.570,-33.691,-46.875,-31.250,0.488,0.000
1718226410.574,-34.180,-47.852,-30.762,0.000,0.000
1718226410.578,-42.480,-53.711,-41.504,-26.855,0.000
1718226410.582,-25.879,-49.805,-38.574,-15.137,0.000
1718226410.586,-10.254,-47.363,-39.551,-9.277,0.000
1718226410.590,-17.578,-47.363,-33.203,-13.184,0.000
1718226410.594,-29.785,-53.711,-39.551,-18.066,0.000
1718226410.598,-36.621,-64.453,-49.805,-29.297,0.000
1718226410.601,-16.113,-63.477,-39.062,-22.461,0.000
1718226410.605,-7.324,-46.875,-27.344,-16.602,0.000
1718226410.609,-31.738,-45.410,-36.133,-19.531,0.000
1718226410.613,-28.320,-61.523,-46.875,-27.344,0.000
1718226410.617,-20.996,-64.453,-36.621,-22.949,0.000
1718226410.621,-15.625,-49.805,-33.691,-20.996,0.000
1718226410.625,-19.531,-53.711,-48.828,-41.504,0.000
1718226410.629,-19.043,-63.477,-50.293,-44.434,0.000
1718226410.633,-2.441,-55.664,-39.062,-34.180,0.000
1718226410.637,-18.555,-47.852,-29.297,-20.508,0.000
1718226410.640,-19.043,-50.781,-18.555,-6.836,0.000
1718226410.644,-0.488,-53.711,-11.230,10.254,0.000
1718226410.648,-8.789,-64.453,-27.832,9.277,0.000
1718226410.652,-8.301,-65.918,-51.270,-21.973,0.000
1718226410.656,2.441,-54.199,-29.785,-23.926,0.000
1718226410.660,-12.207,-53.711,-17.090,-20.020,0.000
1718226410.664,-22.949,-50.781,-39.062,-29.785,0.000
1718226410.668,-29.297,-48.340,-39.062,-28.809,0.000
1718226410.672,-39.551,-50.293,-31.738,-24.414,0.000
1718226410.676,-35.645,-44.922,-35.156,-8.789,0.000
1718226410.680,-35.645,-45.410,-36.133,-14.160,0.000
1718226410.683,-17.090,-37.598,-29.785,-19.043,0.000
1718226410.687,10.742,-26.855,-17.578,5.371,0.000
1718226410.691,-18.555,-51.270,-32.227,-0.488,0.000
1718226410.695,-45.898,-63.965,-41.016,-22.461,0.000
1718226410.699,-34.180,-56.152,-41.504,-23.926,0.000
1718226410.703,-22.949,-39.551,-39.551,-3.906,0.000
1718226410.707,-14.160,-37.598,-26.855,9.766,0.000
1718226410.711,-24.902,-56.152,-35.156,-21.484,0.000
1718226410.715,-34.180,-55.176,-37.598,-45.898,0.000
1718226410.719,-34.180,-48.828,-42.480,-28.320,0.000
1718226410.722,-32.715,-48.828,-41.504,-28.320,0.000
1718226410.726,-11.719,-40.039,-35.645,-21.973,0.000
1718226410.730,-1.953,-39.062,-24.414,-1.465,0.000
1718226410.734,-23.926,-56.641,-22.949,-13.672,0.000
1718226410.738,-40.527,-56.152,-32.227,-12.695,0.000
1718226410.742,-41.016,-58.594,-35.645,-18.066,0.000
1718226410.746,-33.203,-58.594,-32.227,-24.414,0.000
1718226410.750,-18.066,-41.992,-14.648,-7.812,0.000
1718226410.754,-20.508,-49.316,-19.531,-15.137,0.000
1718226410.758,-45.410,-69.336,-35.156,-25.391,0.000
1718226410.762,-66.895,-63.965,-35.156,-25.879,0.000
1718226410.765,-51.270,-64.941,-39.062,-7.812,0.000
1718226410.769,-21.973,-58.594,-37.109,-9.277,0.000
1718226410.773,-39.062,-58.105,-36.133,-36.621,0.000
1718226410.777,-45.898,-62.012,-34.668,-27.832,0.000
1718226410.781,-23.438,-52.246,-30.273,-9.766,0.000
1718226410.785,-31.250,-51.758,-34.668,-23.438,0.000
1718226410.789,-26.855,-46.875,-34.180,-31.250,0.000
1718226410.793,-2.930,-34.668,-21.484,-11.230,0.000
1718226410.797,-29.297,-43.945,-33.203,-18.066,0.000
1718226410.801,-46.875,-62.012,-50.293,-54.688,0.000
1718226410.805,-61.523,-68.359,-57.129,-60.547,0.000
1718226410.808,-43.457,-58.594,-53.711,-30.273,0.000
1718226410.812,-23.438,-55.176,-45.898,-16.602,0.000
1718226410.816,-30.762,-60.547,-41.992,-18.066,0.000
1718226410.820,-14.648,-48.828,-23.926,-10.254,0.000
1718226410.824,-5.859,-48.340,-20.020,-21.973,0.000
1718226410.828,-23.438,-51.270,-34.668,-32.715,0.000
1718226410.832,-33.203,-45.410,-40.039,-24.414,0.000
1718226410.836,-20.020,-41.016,-29.785,-13.672,0.000
1718226410.840,-1.953,-35.156,-12.207,0.488,0.000
1718226410.844,-33.691,-49.805,-37.598,-23.438,0.000
1718226410.847,-58.105,-61.035,-54.688,-54.688,0.000
1718226410.851,-40.527,-51.270,-23.926,-28.320,0.000
1718226410.855,-35.156,-47.852,-25.879,-16.602,0.000
1718226410.859,-31.738,-42.969,-36.621,-14.648,0.000
1718226410.863,-46.387,-42.969,-35.645,-23.926,0.000
1718226410.867,-32.715,-46.387,-37.598,-30.273,0.000
1718226410.871,-21.484,-42.480,-33.203,-17.578,0.000
1718226410.875,-28.809,-34.180,-35.156,-11.719,0.000
1718226410.879,-39.062,-41.504,-32.227,-24.902,0.000
1718226410.883,-23.438,-54.688,-36.133,-38.086,0.000
1718226410.887,-12.695,-48.340,-42.480,-28.320,0.000
1718226410.890,-32.715,-55.664,-38.574,-40.039,0.000
1718226410.894,-39.062,-52.246,-39.551,-49.316,0.000
1718226410.898,-50.293,-43.945,-40.527,-21.484,0.000
1718226410.902,-43.945,-49.805,-41.504,-15.625,0.000
1718226410.906,-42.480,-58.105,-43.945,-44.434,0.000
1718226410.910,-37.598,-55.176,-40.527,-40.039,0.000
1718226410.914,-20.020,-51.758,-38.086,-26.855,0.000
1718226410.918,-24.414,-54.688,-36.621,-6.836,0.000
1718226410.922,-15.137,-40.527,-25.879,-8.301,0.000
1718226410.926,-5.859,-41.504,-24.414,-32.227,0.000
1718226410.930,-32.715,-54.199,-34.180,-30.762,0.000
1718226410.933,-37.598,-55.664,-40.039,-28.809,0.000
1718226410.937,-16.602,-44.434,-22.461,-16.602,0.000
1718226410.941,-21.484,-42.480,-25.391,-21.973,0.000
1718226410.945,-35.645,-68.848,-45.898,-20.508,0.000
1718226410.949,-42.969,-73.242,-52.246,-16.602,0.000
1718226410.953,-40.039,-54.688,-46.875,-32.227,0.000
1718226410.957,-10.742,-46.387,-37.109,-20.508,0.000
1718226410.961,-13.184,-51.758,-36.133,-21.973,0.000
1718226410.965,-44.434,-55.176,-36.621,-30.762,0.000
1718226410.969,-39.062,-51.758,-34.180,-22.949,0.000
1718226410.972,-16.113,-43.945,-24.902,-12.207,0.000
1718226410.976,-20.020,-46.387,-34.668,-17.578,0.000
1718226410.980,-7.324,-46.387,-44.922,-17.090,0.000
1718226410.984,-9.277,-43.945,-35.156,-10.742,0.000
1718226410.988,-30.273,-48.340,-30.273,16.113,0.000
1718226410.992,-38.086,-52.246,-37.598,15.137,0.000
1718226410.996,-35.645,-46.875,-39.062,-38.086,0.000
1718226411.000,-16.602,-38.086,-31.250,-43.945,0.000
1718226411.004,-30.762,-47.852,-26.367,-24.414,0.000
1718226411.008,-51.758,-53.223,-33.203,-26.367,0.000
1718226411.012,-41.016,-47.852,-34.180,-32.715,0.000
1718226411.015,-25.391,-49.316,-34.180,-27.344,0.000
1718226411.019,-29.297,-41.504,-37.598,-28.809,0.000
1718226411.023,-28.809,-36.621,-28.809,-43.457,0.000
1718226411.027,-15.625,-38.086,-32.227,-32.227,0.000
1718226411.031,-34.668,-45.410,-41.504,-31.738,0.000
1718226411.035,-50.293,-52.734,-34.668,-31.738,0.000
1718226411.039,-26.367,-46.875,-33.691,-47.852,0.000
1718226411.043,-14.160,-32.715,-31.738,-45.410,0.000
1718226411.047,-35.156,-42.969,-39.551,-18.555,0.000
1718226411.051,-43.945,-59.570,-48.828,-36.621,0.000
1718226411.055,-8.789,-34.668,-34.668,-23.926,0.000
1718226411.058,-4.395,-19.043,-31.250,-10.254,0.000
1718226411.062,-35.156,-37.109,-38.574,-28.320,0.000
1718226411.066,-31.250,-44.922,-32.715,-20.996,0.000
1718226411.070,-31.738,-48.340,-34.180,-35.156,0.000
1718226411.074,-19.043,-34.668,-29.785,-29.785,0.000
1718226411.078,-10.742,-26.367,-29.297,3.906,0.000
1718226411.082,-11.230,-36.621,-36.621,-7.324,0.000
1718226411.086,-23.926,-44.434,-32.715,-34.180,0.000
1718226411.090,-43.457,-58.105,-41.016,-42.969,0.000
1718226411.094,-36.133,-59.570,-44.434,-44.922,0.000
1718226411.097,-34.668,-53.711,-44.434,-32.227,0.000
1718226411.101,-19.531,-40.527,-29.785,-16.113,0.000
1718226411.105,-16.113,-30.762,-22.949,-16.602,0.000
1718226411.109,-34.668,-45.410,-37.598,-32.715,0.000
1718226411.113,-45.898,-55.176,-41.504,-43.457,0.000
1718226411.117,-50.781,-51.758,-41.504,-43.945,0.000
1718226411.121,-30.762,-46.875,-39.551,-21.973,0.000
1718226411.125,-17.578,-43.457,-35.156,-5.371,0.000
1718226411.129,-34.180,-48.828,-38.086,-20.508,0.000
1718226411.133,-21.484,-33.203,-27.832,3.418,0.000
1718226411.137,-4.395,-21.973,-22.949,-7.324,0.000
1718226411.140,-33.203,-45.410,-35.645,-32.715,0.000
1718226411.144,-39.551,-54.688,-36.621,-32.715,0.000
1718226411.148,-25.391,-44.434,-32.715,-25.391,0.000
1718226411.152,-17.578,-39.062,-23.438,-0.977,0.000
1718226411.156,-35.645,-58.105,-29.297,-21.484,0.000
1718226411.160,-55.664,-64.941,-41.504,-42.480,0.000
1718226411.164,-51.270,-55.176,-53.711,-36.621,0.000
1718226411.168,-32.227,-43.945,-39.062,-18.066,0.000
1718226411.172,-42.969,-44.922,-30.762,3.418,0.000
1718226411.176,-44.922,-52.246,-47.852,-20.020,0.000
1718226411.180,-28.320,-43.945,-33.691,-35.156,0.000
1718226411.183,-22.949,-31.250,-13.672,1.953,0.000
1718226411.187,-26.367,-40.527,-38.574,-21.973,0.000
1718226411.191,-42.480,-49.805,-58.105,-61.523,0.000
1718226411.195,-48.828,-42.969,-46.387,-46.387,0.000
1718226411.199,-39.551,-31.250,-28.809,-27.832,0.000
1718226411.203,-26.367,-30.762,-20.996,-13.184,0.000
1718226411.207,-12.207,-38.086,-33.691,-18.555,0.000
1718226411.211,-36.133,-45.898,-39.551,-22.949,0.000
1718226411.215,-53.223,-60.059,-42.969,-8.301,0.000
1718226411.219,-43.945,-54.688,-41.504,-22.949,0.000
1718226411.222,-44.434,-48.340,-48.828,-42.969,0.000
1718226411.226,-41.504,-49.805,-46.387,-27.344,0.000
1718226411.230,-33.691,-49.316,-41.016,-18.066,0.000
1718226411.234,-40.527,-37.598,-37.598,-34.180,0.000
1718226411.238,-36.133,-25.391,-23.926,-27.832,0.000
1718226411.242,-28.320,-31.250,-26.855,-24.414,0.000
1718226411.246,-29.785,-43.945,-46.387,-37.109,0.000
1718226411.250,-43.945,-57.129,-54.199,-46.875,0.000
1718226411.254,-46.387,-54.199,-44.922,-38.574,0.000
1718226411.258,-30.273,-46.387,-39.062,-20.020,0.000
1718226411.262,-15.137,-34.180,-29.785,-19.531,0.000
1718226411.265,20.020,-7.812,-18.066,4.883,0.000
1718226411.269,-16.602,-35.156,-37.598,-22.949,0.000
1718226411.273,-47.363,-61.035,-51.758,-42.969,0.000
1718226411.277,-33.691,-42.480,-36.133,-11.230,0.000
1718226411.281,-34.668,-40.527,-34.668,-29.785,0.000
1718226411.285,-30.762,-46.387,-35.645,-49.805,0.000
1718226411.289,-21.484,-45.898,-31.738,-45.898,0.000
1718226411.293,-19.531,-44.434,-29.785,-20.996,0.000
1718226411.297,-20.508,-41.016,-31.738,2.930,0.000
1718226411.301,-10.742,-35.156,-38.574,-10.742,0.000
1718226411.305,-22.461,-38.574,-33.691,-32.715,0.000
1718226411.308,-29.297,-47.852,-34.180,-31.250,0.000
1718226411.312,-27.344,-47.363,-44.922,-23.926,0.000
1718226411.316,-17.578,-40.527,-35.645,-8.789,0.000
1718226411.320,-13.184,-44.434,-29.297,-15.625,0.000
1718226411.324,-22.949,-43.457,-37.109,-14.648,0.000
1718226411.328,-17.578,-39.551,-31.738,-10.742,0.000
1718226411.332,-16.602,-47.852,-34.668,-15.625,0.000
1718226411.336,-20.996,-55.176,-46.387,-9.766,0.000
1718226411.340,-21.973,-49.805,-46.875,-21.973,0.000
1718226411.344,-13.184,-48.340,-50.293,-17.578,0.000
1718226411.348,-22.461,-42.969,-43.945,-16.113,0.000
1718226411.351,-32.715,-45.898,-38.574,-32.715,0.000
1718226411.355,-29.785,-56.641,-47.852,-32.227,0.000
1718226411.359,-39.551,-56.152,-52.734,-35.156,0.000
1718226411.363,-26.855,-52.246,-45.410,-31.250,0.000
1718226411.367,-3.418,-43.945,-31.738,-15.625,0.000
1718226411.371,-14.160,-41.992,-25.391,-14.160,0.000
1718226411.375,-32.715,-54.688,-37.109,-27.344,0.000
1718226411.379,-30.273,-54.199,-39.551,-27.832,0.000
1718226411.383,-27.344,-50.293,-32.715,-15.137,0.000
1718226411.387,-19.043,-46.875,-27.344,-6.348,0.000
1718226411.390,-26.367,-61.523,-34.668,-23.438,0.000
1718226411.394,-12.695,-42.480,-18.555,-12.695,0.000
1718226411.398,10.742,-21.973,-4.395,-2.930,0.000
1718226411.402,-26.855,-62.012,-36.621,-38.086,0.000
1718226411.406,-55.664,-71.289,-50.293,-41.504,0.000
1718226411.410,-30.273,-55.176,-36.621,-31.250,0.000
1718226411.414,-16.113,-48.828,-35.156,-24.902,0.000
1718226411.418,-24.414,-55.664,-41.016,-35.156,0.000
1718226411.422,-9.766,-58.594,-35.156,-29.785,0.000
1718226411.426,-16.113,-48.340,-29.297,-5.859,0.000
1718226411.430,-24.902,-36.133,-28.809,-26.367,0.000
1718226411.433,-16.113,-43.457,-35.156,-37.598,0.000
1718226411.437,-10.742,-46.387,-31.250,-23.438,0.000
1718226411.441,-23.926,-53.711,-33.691,-24.902,0.000
1718226411.445,-33.203,-56.152,-33.203,-26.855,0.000
1718226411.449,-32.715,-48.828,-26.367,-25.391,0.000
1718226411.453,-35.156,-58.594,-35.156,-28.320,0.000
1718226411.457,-39.062,-51.758,-43.457,-28.809,0.000
1718226411.461,-17.578,-30.273,-31.250,-15.625,0.000
1718226411.465,0.977,-35.156,-14.160,-7.812,0.000
1718226411.469,-24.414,-53.711,-21.484,0.488,0.000
1718226411.473,-37.598,-62.500,-36.133,-33.203,0.000
1718226411.476,-29.297,-52.246,-34.180,-34.180,0.000
1718226411.480,-24.414,-39.551,-20.020,-6.836,0.000
1718226411.484,-41.992,-55.664,-28.320,-36.621,0.000
1718226411.488,-52.246,-61.035,-36.133,-42.480,0.000
1718226411.492,-35.645,-52.246,-33.691,-28.809,0.000
1718226411.496,-25.391,-50.293,-27.832,-26.855,0.000
1718226411.500,-5.859,-41.992,-23.438,-15.625,0.000
1718226411.504,-4.395,-42.480,-29.297,-22.461,0.000
1718226411.508,-24.902,-47.852,-23.926,-25.391,0.000
1718226411.512,-18.066,-52.734,-26.367,-32.227,0.000
1718226411.515,-34.668,-61.523,-35.645,-38.574,0.000
1718226411.519,-51.270,-62.012,-39.062,-44.922,0.000
1718226411.523,-38.574,-57.129,-39.551,-40.527,0.000
1718226411.527,-39.062,-57.129,-31.250,-27.832,0.000
1718226411.531,-29.297,-48.340,-26.855,-31.250,0.000
1718226411.535,-24.902,-37.109,-33.691,-14.648,0.000
1718226411.539,-33.203,-48.340,-38.086,-6.836,0.000
1718226411.543,-38.086,-62.500,-40.039,-22.461,0.000
1718226411.547,-17.090,-52.734,-34.180,-43.457,0.000
1718226411.551,-24.902,-50.781,-29.785,-35.645,0.000
1718226411.555,-36.133,-47.363,-26.855,-20.020,0.000
1718226411.558,-37.598,-49.805,-28.809,-22.949,0.000
1718226411.562,-43.457,-53.223,-31.738,-31.250,0.000
1718226411.566,-35.156,-51.270,-37.598,-46.387,0.000
1718226411.570,-24.902,-41.016,-36.621,-28.809,0.000
1718226411.574,-28.809,-44.922,-37.109,-31.738,0.000
1718226411.578,-51.758,-57.617,-44.922,-40.527,0.000
1718226411.582,-30.762,-45.410,-31.738,-21.484,0.000
1718226411.586,-10.254,-46.875,-32.227,-28.320,0.000
1718226411.590,-9.766,-42.969,-25.879,-5.859,0.000
1718226411.594,-11.719,-39.551,-21.484,-0.977,0.000
1718226411.598,-18.555,-43.945,-33.691,-22.461,0.000
1718226411.601,-18.066,-38.574,-26.855,-16.113,0.000
1718226411.605,-30.762,-48.828,-39.551,-18.066,0.000
1718226411.609,-18.066,-41.016,-43.945,-22.949,0.000
1718226411.613,-10.742,-37.598,-33.203,-30.273,0.000
1718226411.617,-35.156,-58.594,-41.016,-25.391,0.000
1718226411.621,-41.016,-58.105,-41.016,-20.020,0.000
1718226411.625,-18.066,-40.039,-28.320,-2.930,0.000
1718226411.629,-18.555,-45.898,-40.039,-15.137,0.000
1718226411.633,-39.062,-52.246,-44.434,-27.832,0.000
1718226411.637,-21.484,-42.480,-25.391,-3.418,0.000
1718226411.640,-20.020,-46.387,-26.855,-1.465,0.000
1718226411.644,-37.109,-49.805,-39.062,-28.320,0.000
1718226411.648,-26.367,-45.410,-41.992,-29.297,0.000
1718226411.652,-18.066,-36.621,-23.438,-15.625,0.000
1718226411.656,-14.648,-21.973,-14.648,-15.625,0.000
1718226411.660,-24.902,-36.621,-28.809,-17.578,0.000
1718226411.664,-39.062,-54.199,-37.598,-20.996,0.000
1718226411.668,-27.344,-40.039,-24.414,-3.418,0.000
1718226411.672,-11.230,-32.715,-24.414,-13.184,0.000
1718226411.676,-10.742,-32.227,-42.480,-21.484,0.000
1718226411.680,-29.297,-42.480,-42.969,-16.113,0.000
1718226411.683,-47.852,-47.852,-28.320,-25.879,0.000
1718226411.687,-40.527,-41.016,-26.855,-34.668,0.000
1718226411.691,-18.066,-39.062,-25.391,-25.391,0.000
1718226411.695,-32.227,-48.828,-21.484,-13.672,0.000
1718226411.699,-24.414,-52.734,-26.855,-18.066,0.000
1718226411.703,-17.578,-50.781,-34.668,-22.949,0.000
1718226411.707,-22.461,-50.293,-30.273,-12.695,0.000
1718226411.711,-38.086,-51.758,-23.926,-25.391,0.000
1718226411.715,-47.363,-59.570,-40.527,-41.016,0.000
1718226411.719,-20.508,-47.852,-39.062,-23.926,0.000
1718226411.723,-27.344,-48.828,-41.504,-26.367,0.000
1718226411.726,-40.039,-51.270,-38.574,-26.367,0.000
1718226411.730,-23.438,-35.645,-18.555,-18.555,0.000
1718226411.734,-22.949,-42.480,-19.043,-20.508,0.000
1718226411.738,-46.875,-62.988,-35.645,-23.926,0.000
1718226411.742,-54.688,-69.824,-45.898,-42.969,0.000
1718226411.746,-33.203,-59.570,-41.016,-57.617,0.000
1718226411.750,-30.762,-54.199,-40.527,-54.688,0.000
1718226411.754,-43.945,-56.152,-42.480,-46.875,0.000
1718226411.758,-30.273,-49.316,-30.762,-30.273,0.000
1718226411.762,-13.672,-43.945,-29.785,-30.762,0.000
1718226411.765,-19.531,-44.434,-42.969,-46.875,0.000
1718226411.769,-19.531,-37.598,-36.133,-23.438,0.000
1718226411.773,-23.926,-51.758,-36.621,-22.949,0.000
1718226411.777,-40.039,-68.848,-49.316,-37.598,0.000
1718226411.781,-34.668,-58.105,-31.738,-3.418,0.000
1718226411.785,-24.902,-51.758,-22.461,-18.066,0.000
1718226411.789,-25.879,-54.688,-41.016,-56.641,0.000
1718226411.793,-26.367,-55.176,-41.504,-55.664,0.000
1718226411.797,-29.785,-50.293,-35.645,-29.297,0.000
1718226411.801,-39.062,-56.152,-44.922,-30.273,0.000
1718226411.805,-26.855,-58.594,-45.898,-48.340,0.000
1718226411.808,-20.996,-47.852,-36.621,-43.457,0.000
1718226411.812,-19.531,-41.016,-39.551,-22.461,0.000
1718226411.816,-26.367,-35.645,-38.086,-18.555,0.000
1718226411.820,-39.062,-36.621,-25.879,-41.992,0.000
1718226411.824,-29.297,-43.457,-31.738,-49.316,0.000
1718226411.828,-38.086,-48.340,-37.109,-31.738,0.000
1718226411.832,-40.039,-43.457,-39.551,-35.156,0.000
1718226411.836,-17.578,-37.109,-37.109,-56.641,0.000
1718226411.840,-19.531,-37.598,-39.062,-40.039,0.000
1718226411.844,-19.531,-40.039,-42.969,-18.066,0.000
1718226411.847,-18.066,-39.551,-46.387,-28.809,0.000
1718226411.851,-29.297,-36.621,-48.340,-36.133,0.000
1718226411.855,-29.297,-40.527,-42.480,-38.574,0.000
1718226411.859,-29.785,-40.039,-40.039,-33.691,0.000
1718226411.863,-43.945,-48.340,-48.340,-25.879,0.000
1718226411.867,-43.945,-39.551,-37.109,-20.020,0.000
1718226411.871,-25.879,-28.809,-26.367,-37.598,0.000
1718226411.875,-20.508,-41.504,-40.039,-50.293,0.000
1718226411.879,-29.297,-39.062,-41.016,-37.598,0.000
1718226411.883,-29.785,-25.391,-39.062,-30.273,0.000
1718226411.887,-4.883,-21.484,-31.250,-20.996,0.000
1718226411.890,-0.488,-25.391,-27.832,-7.812,0.000
1718226411.894,-44.434,-40.039,-46.875,-19.531,0.000
1718226411.898,-49.316,-40.039,-53.223,-35.645,0.000
1718226411.902,-29.785,-34.180,-32.715,-19.043,0.000
1718226411.906,-39.062,-42.969,-34.668,-18.066,0.000
1718226411.910,-24.414,-26.367,-28.809,-11.230,0.000
1718226411.914,-38.574,-32.227,-35.156,-20.020,0.000
1718226411.918,-55.176,-46.387,-42.480,-44.434,0.000
1718226411.922,-31.738,-41.016,-46.387,-25.879,0.000
1718226411.926,-12.695,-25.879,-48.340,-4.883,0.000
1718226411.930,-6.836,-14.160,-20.996,-6.836,0.000
1718226411.933,-32.715,-41.992,-39.062,-23.438,0.000
1718226411.937,-46.875,-60.059,-62.988,-45.898,0.000
1718226411.941,-31.738,-43.457,-50.781,-49.805,0.000
1718226411.945,-19.043,-39.551,-41.504,-25.879,0.000
1718226411.949,-30.273,-45.898,-46.387,-33.691,0.000
1718226411.953,-32.715,-48.340,-42.969,-44.922,0.000
1718226411.957,-37.598,-53.711,-40.527,-33.691,0.000
1718226411.961,-43.457,-53.223,-40.039,-34.180,0.000
1718226411.965,-34.668,-56.152,-46.387,-25.879,0.000
1718226411.969,-31.250,-46.875,-39.062,-14.160,0.000
1718226411.972,-22.461,-31.738,-18.066,6.836,0.000
1718226411.976,-34.668,-56.152,-41.504,-26.367,0.000
1718226411.980,-64.453,-74.219,-62.500,-47.363,0.000
1718226411.984,-49.805,-57.617,-47.852,-34.668,0.000
1718226411.988,-36.133,-46.387,-36.621,-45.410,0.000
1718226411.992,-49.805,-54.199,-36.621,-24.414,0.000
1718226411.996,-37.598,-49.316,-42.969,-22.949,0.000
1718226412.000,-26.367,-42.480,-43.945,-28.809,0.000
1718226412.004,-23.438,-37.109,-35.156,-13.672,0.000
1718226412.008,-15.137,-34.668,-44.922,-23.438,0.000
1718226412.012,-4.395,-36.621,-38.574,-25.879,0.000
1718226412.015,-30.762,-42.969,-41.504,-22.949,0.000
1718226412.019,-50.781,-49.805,-54.688,-27.344,0.000
1718226412.023,-37.109,-50.781,-47.852,-20.508,0.000
1718226412.027,-18.555,-47.852,-45.898,-25.391,0.000
1718226412.031,-3.418,-36.133,-38.574,-40.527,0.000
1718226412.035,-2.930,-33.203,-34.668,-29.297,0.000
1718226412.039,-16.602,-40.527,-47.363,-23.926,0.000
1718226412.043,-30.273,-43.945,-45.898,-4.883,0.000
1718226412.047,-19.531,-43.457,-36.621,6.836,0.000
1718226412.051,-16.113,-41.016,-35.156,0.000,0.000
1718226412.055,-28.809,-49.805,-45.410,-19.531,0.000
1718226412.058,-36.621,-53.711,-48.828,-30.762,0.000
1718226412.062,-27.344,-42.480,-34.180,-14.160,0.000
1718226412.066,-8.789,-27.832,-17.090,3.906,0.000
1718226412.070,-14.648,-31.250,-28.320,-15.625,0.000
1718226412.074,-32.227,-40.527,-46.387,-33.691,0.000
1718226412.078,-21.484,-28.809,-34.180,-36.133,0.000
1718226412.082,-25.391,-27.344,-25.391,-35.645,0.000
1718226412.086,-26.855,-38.574,-32.715,-23.438,0.000
1718226412.090,-27.344,-41.504,-32.715,-24.902,0.000
1718226412.094,-26.855,-39.551,-27.344,-14.648,0.000
1718226412.097,-24.902,-41.016,-31.738,-26.855,0.000
1718226412.101,-19.531,-32.715,-19.043,-29.785,0.000
1718226412.105,-8.301,-31.250,-19.043,-9.277,0.000
1718226412.109,-13.672,-37.598,-35.645,-10.742,0.000
1718226412.113,-36.133,-44.434,-38.086,-32.715,0.000
1718226412.117,-46.387,-48.828,-33.691,-44.434,0.000
1718226412.121,-23.926,-36.621,-26.367,-28.809,0.000
1718226412.125,-14.160,-37.109,-35.645,-25.391,0.000
1718226412.129,-26.367,-39.551,-35.156,-29.785,0.000
1718226412.133,-16.113,-20.020,-26.855,6.836,0.000
1718226412.137,-5.859,-31.250,-34.668,5.371,0.000
1718226412.140,-24.414,-56.641,-39.062,-29.297,0.000
1718226412.144,-21.484,-42.480,-23.926,-5.371,0.000
1718226412.148,-15.625,-32.715,-23.926,-3.906,0.000
1718226412.152,-17.578,-30.762,-31.738,-23.926,0.000
1718226412.156,-27.344,-38.574,-35.156,-27.344,0.000
1718226412.160,-44.922,-47.363,-35.156,-10.254,0.000
1718226412.164,-23.926,-33.691,-28.320,9.766,0.000
1718226412.168,10.254,-20.508,-21.973,3.418,0.000
1718226412.172,-22.461,-41.992,-28.809,-15.137,0.000
1718226412.176,-49.805,-57.617,-40.039,-17.090,0.000
1718226412.180,-34.668,-50.781,-41.504,-20.508,0.000
1718226412.183,-22.949,-44.434,-35.645,-21.484,0.000
1718226412.187,-24.902,-43.945,-27.344,-17.578,0.000
1718226412.191,-28.320,-47.363,-29.297,-16.113,0.000
1718226412.195,-38.574,-56.152,-37.598,-33.691,0.000
