timestamps,TP9,AF7,AF8,TP10,Right AUX
1718226389.358,32.715,41.504,-111.328,173.828,0.000
1718226389.362,-7.812,36.621,-96.680,193.848,0.000
1718226389.366,17.578,24.414,-72.266,217.773,0.000
1718226389.370,30.762,16.113,-74.219,205.566,0.000
1718226389.374,44.922,33.691,-75.684,224.121,0.000
1718226389.378,20.996,43.945,-82.031,233.398,0.000
1718226389.382,11.230,31.250,-68.848,236.328,0.000
1718226389.386,25.391,17.578,-46.875,243.164,0.000
1718226389.390,24.902,34.180,-58.105,212.402,0.000
1718226389.394,35.156,46.387,-62.012,210.449,0.000
1718226389.397,18.066,26.855,-60.547,206.055,0.000
1718226389.401,20.508,24.414,-61.035,214.844,0.000
1718226389.405,10.742,26.855,-55.664,255.859,0.000
1718226389.409,0.488,25.391,-62.012,223.633,0.000
1718226389.413,31.250,39.551,-58.105,206.055,0.000
1718226389.417,13.672,37.109,-44.922,229.492,0.000
1718226389.421,-9.277,26.367,-42.480,228.027,0.000
1718226389.425,-11.719,35.645,-47.852,202.637,0.000
1718226389.429,-13.672,31.738,-47.852,220.215,0.000
1718226389.433,-28.809,22.461,-39.551,233.887,0.000
1718226389.436,-28.320,41.504,-35.645,212.402,0.000
1718226389.440,-17.090,49.316,-43.945,191.895,0.000
1718226389.444,-50.293,20.020,-42.480,123.535,0.000
1718226389.448,-113.281,12.207,-25.391,84.473,0.000
1718226389.452,-106.934,25.391,-19.043,110.352,0.000
1718226389.456,-116.699,21.973,-21.973,116.211,0.000
1718226389.460,-168.945,28.320,-33.203,80.566,0.000
1718226389.464,-191.895,37.598,-22.949,59.082,0.000
1718226389.468,-198.730,41.504,-12.695,52.734,0.000
1718226389.472,-189.941,54.688,-13.184,33.203,0.000
1718226389.476,-172.852,58.105,-4.883,67.383,0.000
1718226389.479,-181.152,43.945,-11.230,43.945,0.000
1718226389.483,-164.062,52.246,-26.855,-4.395,0.000
1718226389.487,-180.176,43.945,-16.602,7.812,0.000
1718226389.491,-163.574,25.879,6.348,17.578,0.000
1718226389.495,-128.418,41.992,3.906,10.254,0.000
1718226389.499,-160.645,28.809,-12.207,-0.488,0.000
1718226389.503,-171.875,12.695,-19.043,-24.414,0.000
1718226389.507,-150.879,9.277,-20.508,-63.477,0.000
1718226389.511,-135.742,3.418,-18.066,-46.387,0.000
1718226389.515,-117.188,19.043,-23.438,-52.246,0.000
1718226389.519,-112.305,5.859,-46.875,-98.145,0.000
1718226389.522,-170.898,-27.344,-44.922,-89.844,0.000
1718226389.526,-157.715,-28.320,-45.898,-89.355,0.000
1718226389.530,-129.883,-5.859,-58.105,-95.703,0.000
1718226389.534,-151.367,-16.602,-47.363,-79.590,0.000
1718226389.538,-170.898,-31.250,-49.805,-77.637,0.000
1718226389.542,-174.805,-26.367,-62.988,-89.355,0.000
1718226389.546,-172.363,-23.926,-73.242,-80.566,0.000
1718226389.550,-166.016,-27.832,-87.891,-95.215,0.000
1718226389.554,-161.621,-41.504,-84.473,-75.684,0.000
1718226389.558,-167.480,-42.480,-87.402,-80.566,0.000
1718226389.561,-156.250,-42.480,-108.887,-96.191,0.000
1718226389.565,-120.605,-32.227,-99.121,-69.824,0.000
1718226389.569,-125.488,-29.297,-85.938,-86.914,0.000
1718226389.573,-128.906,-41.992,-91.797,-76.660,0.000
1718226389.577,-125.000,-33.203,-85.938,-53.223,0.000
1718226389.581,-129.883,-29.297,-87.402,-71.289,0.000
1718226389.585,-85.449,-22.461,-98.145,-86.914,0.000
1718226389.589,-84.473,-22.949,-100.586,-68.359,0.000
1718226389.593,-83.984,-27.344,-92.285,-54.199,0.000
1718226389.597,-84.473,-36.621,-82.520,-60.547,0.000
1718226389.601,-106.445,-41.504,-80.078,-45.410,0.000
1718226389.604,-83.496,-36.133,-84.961,-83.008,0.000
1718226389.608,-54.199,-26.367,-84.473,-89.844,0.000
1718226389.612,-64.941,-33.203,-79.590,-74.219,0.000
1718226389.616,-71.777,-46.875,-79.590,-86.426,0.000
1718226389.620,-40.527,-25.879,-67.383,-69.336,0.000
1718226389.624,-20.020,-10.742,-53.223,-61.523,0.000
1718226389.628,-45.410,-39.062,-69.824,-86.914,0.000
1718226389.632,-33.203,-43.945,-79.590,-100.586,0.000
1718226389.636,-5.371,-24.414,-55.176,-87.402,0.000
1718226389.640,-8.789,-34.668,-70.801,-103.027,0.000
1718226389.644,-8.301,-44.434,-93.750,-105.957,0.000
1718226389.647,7.324,-36.621,-75.195,-71.289,0.000
1718226389.651,-2.441,-42.969,-62.988,-97.656,0.000
1718226389.655,-18.066,-60.059,-73.242,-101.074,0.000
1718226389.659,-15.137,-54.199,-69.824,-89.844,0.000
1718226389.663,-16.113,-56.641,-61.523,-108.398,0.000
1718226389.667,-14.160,-60.547,-61.035,-84.961,0.000
1718226389.671,-11.719,-60.547,-62.988,-55.664,0.000
1718226389.675,-17.090,-69.824,-62.500,-73.730,0.000
1718226389.679,-6.348,-66.895,-60.547,-75.195,0.000
1718226389.683,-18.066,-51.758,-67.871,-73.730,0.000
1718226389.687,-54.688,-53.223,-62.988,-63.477,0.000
1718226389.690,-40.527,-56.641,-58.594,-31.738,0.000
1718226389.694,-12.695,-51.758,-46.875,-23.438,0.000
1718226389.698,-22.461,-72.266,-57.617,-41.504,0.000
1718226389.702,-19.531,-46.875,-68.848,-18.066,0.000
1718226389.706,20.508,0.488,-14.648,26.367,0.000
1718226389.710,-45.898,-69.336,-45.898,-13.672,0.000
1718226389.714,-78.613,-115.723,-97.168,-48.828,0.000
1718226389.718,-37.598,-99.609,-80.566,-36.133,0.000
1718226389.722,-40.527,-92.773,-63.965,-10.254,0.000
1718226389.726,-36.133,-69.824,-49.316,20.020,0.000
1718226389.729,-1.953,-58.594,-46.387,31.738,0.000
1718226389.733,13.672,-60.547,-49.805,23.438,0.000
1718226389.737,18.555,-59.082,-36.621,40.527,0.000
1718226389.741,20.996,-51.270,-33.203,34.668,0.000
1718226389.745,14.160,-52.734,-48.828,52.734,0.000
1718226389.749,38.574,-48.828,-39.551,66.406,0.000
1718226389.753,39.062,-33.691,-28.809,45.410,0.000
1718226389.757,24.902,-37.109,-34.180,51.270,0.000
1718226389.761,45.898,-41.016,-35.645,68.359,0.000
1718226389.765,39.551,-34.180,-37.109,56.152,0.000
1718226389.769,24.902,-33.203,-30.273,49.805,0.000
1718226389.772,35.156,-32.227,-23.438,64.453,0.000
1718226389.776,18.555,-28.320,-18.555,54.688,0.000
1718226389.780,21.973,-23.438,-16.602,33.203,0.000
1718226389.784,48.828,-17.578,-14.160,30.762,0.000
1718226389.788,31.250,-39.551,-10.742,15.625,0.000
1718226389.792,15.625,-44.922,2.441,57.617,0.000
1718226389.796,6.348,-35.645,1.953,58.105,0.000
1718226389.800,13.184,-35.156,-15.625,-1.953,0.000
1718226389.804,36.133,-21.973,-12.207,40.527,0.000
1718226389.808,12.207,-23.926,-5.859,30.273,0.000
1718226389.812,35.645,-41.992,-4.395,0.977,0.000
1718226389.815,46.387,-38.574,7.812,-3.418,0.000
1718226389.819,23.438,-20.020,-5.371,-6.348,0.000
1718226389.823,36.621,-18.555,-22.949,17.090,0.000
1718226389.827,39.551,-6.836,2.930,11.719,0.000
1718226389.831,37.109,-15.137,6.836,-2.441,0.000
1718226389.835,21.484,-39.062,-28.809,-24.414,0.000
1718226389.839,1.953,-30.273,-33.203,-5.371,0.000
1718226389.843,39.062,-14.648,-17.578,5.859,0.000
1718226389.847,36.621,-16.602,-26.855,-21.484,0.000
1718226389.851,-10.254,-34.180,-26.855,-27.344,0.000
1718226389.854,6.348,-34.180,-18.066,-4.395,0.000
1718226389.858,-4.883,-17.090,-20.508,3.418,0.000
1718226389.862,-10.742,-21.484,-23.926,-9.766,0.000
1718226389.866,-11.230,-27.832,-32.227,-17.090,0.000
1718226389.870,-29.785,-30.762,-30.273,18.555,0.000
1718226389.874,-20.996,-37.598,-31.250,28.320,0.000
1718226389.878,-10.254,-36.133,-23.926,0.488,0.000
1718226389.882,-12.695,-25.391,-19.043,14.648,0.000
1718226389.886,-33.691,-22.461,-29.297,20.020,0.000
1718226389.890,-42.969,-23.926,-31.250,11.230,0.000
1718226389.894,-42.480,-32.715,-31.738,-2.930,0.000
1718226389.897,-41.016,-35.645,-25.391,8.301,0.000
1718226389.901,-32.227,-16.113,-29.297,16.113,0.000
1718226389.905,-45.410,-12.207,-40.039,6.348,0.000
1718226389.909,-33.691,-18.066,-34.668,16.602,0.000
1718226389.913,-33.203,-23.926,-19.043,19.043,0.000
1718226389.917,-41.016,-20.996,-14.648,9.277,0.000
1718226389.921,-30.762,-20.508,-38.574,15.137,0.000
1718226389.925,-55.176,-22.949,-37.109,10.254,0.000
1718226389.929,-77.637,-27.832,-17.578,4.395,0.000
1718226389.933,-58.594,-43.945,-33.203,-36.133,0.000
1718226389.937,-37.598,-36.133,-42.969,-49.316,0.000
1718226389.940,-67.383,-35.156,-38.574,-45.410,0.000
1718226389.944,-74.219,-43.457,-27.832,-29.785,0.000
1718226389.948,-49.805,-28.809,-24.414,-11.230,0.000
1718226389.952,-47.852,-20.508,-40.039,-29.297,0.000
1718226389.956,-45.410,-16.113,-23.438,-41.016,0.000
1718226389.960,-24.902,-17.578,3.906,-20.996,0.000
1718226389.964,-41.992,-32.227,-15.625,-12.695,0.000
1718226389.968,-55.176,-37.598,-35.156,-33.691,0.000
1718226389.972,-31.250,-22.949,-30.273,-34.180,0.000
1718226389.976,-36.621,-9.277,-28.320,-26.855,0.000
1718226389.979,-58.594,-20.508,-16.602,-31.250,0.000
1718226389.983,-28.809,-23.438,-8.789,-6.836,0.000
1718226389.987,-32.227,-20.020,-17.090,-9.766,0.000
1718226389.991,-39.062,-12.695,-13.184,-26.367,0.000
1718226389.995,-12.695,-1.465,-13.672,-7.812,0.000
1718226389.999,2.441,0.977,-3.418,1.953,0.000
1718226390.003,-23.438,0.000,9.277,15.137,0.000
1718226390.007,-48.828,-6.348,1.465,0.977,0.000
1718226390.011,-3.418,-1.465,-1.953,-10.742,0.000
1718226390.015,9.277,1.953,-10.254,-6.836,0.000
1718226390.019,-27.832,-15.625,-12.695,-40.527,0.000
1718226390.022,-23.926,-8.301,-10.254,-41.016,0.000
1718226390.026,-16.113,2.441,-15.625,-35.156,0.000
1718226390.030,1.953,-2.441,-21.973,-55.664,0.000
1718226390.034,-1.465,-8.301,-21.484,-43.945,0.000
1718226390.038,-30.273,-20.020,-12.207,-39.551,0.000
1718226390.042,-14.160,-18.066,-15.625,-56.641,0.000
1718226390.046,-18.066,-6.348,-17.578,-66.406,0.000
1718226390.050,-14.648,-7.812,-15.625,-69.336,0.000
1718226390.054,10.742,-15.625,-18.555,-53.711,0.000
1718226390.058,9.277,-14.160,-30.273,-37.109,0.000
1718226390.062,7.324,-7.812,-20.996,-33.691,0.000
1718226390.065,14.160,-5.371,-16.602,-60.059,0.000
1718226390.069,-22.461,-15.625,-26.855,-61.035,0.000
1718226390.073,-30.762,-24.414,-31.738,-66.895,0.000
1718226390.077,-0.977,-32.227,-44.434,-73.730,0.000
1718226390.081,-13.184,-41.504,-45.410,-80.078,0.000
1718226390.085,-16.602,-36.133,-41.992,-84.961,0.000
1718226390.089,-4.883,-41.016,-41.992,-61.035,0.000
1718226390.093,-9.766,-43.945,-44.922,-59.082,0.000
1718226390.097,15.137,-35.645,-49.316,-57.129,0.000
1718226390.101,25.391,-25.879,-39.551,-62.500,0.000
1718226390.105,4.883,-27.344,-41.992,-68.848,0.000
1718226390.108,9.766,-46.387,-63.965,-73.242,0.000
1718226390.112,1.465,-44.922,-63.477,-96.191,0.000
1718226390.116,-1.953,-37.598,-46.875,-49.805,0.000
1718226390.120,-13.184,-40.039,-34.668,-30.762,0.000
1718226390.124,-15.137,-38.086,-39.551,-75.195,0.000
1718226390.128,-7.812,-34.668,-39.551,-83.984,0.000
1718226390.132,-14.648,-35.156,-38.086,-81.055,0.000
1718226390.136,-13.672,-43.945,-43.945,-37.109,0.000
1718226390.140,-14.160,-47.852,-44.434,-29.785,0.000
1718226390.144,-29.785,-32.227,-35.645,-60.059,0.000
1718226390.147,-22.461,-27.832,-29.785,-57.617,0.000
1718226390.151,6.348,-43.457,-36.133,-63.965,0.000
1718226390.155,-26.855,-45.410,-37.598,-44.922,0.000
1718226390.159,-49.316,-42.969,-35.156,-31.738,0.000
1718226390.163,-39.062,-44.434,-37.109,-56.152,0.000
1718226390.167,-20.508,-43.457,-35.156,-63.965,0.000
1718226390.171,-18.066,-46.387,-30.762,-48.340,0.000
1718226390.175,-31.250,-42.480,-30.273,-25.391,0.000
1718226390.179,-43.457,-44.434,-38.086,-21.973,0.000
1718226390.183,-47.852,-55.664,-27.832,-16.113,0.000
1718226390.187,-55.664,-50.293,-31.250,-28.809,0.000
1718226390.190,-54.688,-48.340,-40.039,-39.551,0.000
1718226390.194,-44.922,-54.688,-27.344,-39.062,0.000
1718226390.198,-55.664,-43.457,-29.785,-47.852,0.000
1718226390.202,-66.895,-37.109,-32.227,-43.457,0.000
1718226390.206,-32.715,-35.645,-34.180,-44.922,0.000
1718226390.210,-29.785,-34.668,-36.133,-23.926,0.000
1718226390.214,-57.617,-37.109,-26.367,-1.953,0.000
1718226390.218,-50.293,-35.645,-27.832,-25.879,0.000
1718226390.222,-47.852,-39.551,-32.715,-22.949,0.000
1718226390.226,-43.945,-53.711,-37.598,-17.578,0.000
1718226390.230,-54.199,-48.340,-33.691,-17.090,0.000
1718226390.233,-90.332,-39.551,-36.621,-28.320,0.000
1718226390.237,-93.750,-42.969,-38.086,-53.711,0.000
1718226390.241,-97.168,-44.434,-36.133,-53.223,0.000
1718226390.245,-89.355,-39.062,-38.086,-54.688,0.000
1718226390.249,-101.562,-45.898,-37.109,-38.574,0.000
1718226390.253,-103.027,-55.664,-34.668,-20.508,0.000
1718226390.257,-108.887,-51.270,-41.992,-48.340,0.000
1718226390.261,-126.953,-47.852,-46.875,-63.477,0.000
1718226390.265,-118.164,-49.805,-43.457,-53.223,0.000
1718226390.269,-137.695,-59.570,-50.781,-62.012,0.000
1718226390.272,-158.691,-60.547,-47.363,-47.852,0.000
1718226390.276,-134.766,-55.664,-48.340,-69.336,0.000
1718226390.280,-147.949,-59.082,-58.594,-101.074,0.000
1718226390.284,-165.039,-55.176,-53.711,-87.402,0.000
1718226390.288,-154.785,-55.176,-55.176,-95.215,0.000
1718226390.292,-136.719,-60.059,-57.129,-109.375,0.000
1718226390.296,-91.797,-60.059,-66.895,-102.539,0.000
1718226390.300,-62.012,-44.922,-56.641,-102.539,0.000
1718226390.304,-83.496,-54.199,-45.898,-114.258,0.000
1718226390.308,-87.402,-67.871,-59.570,-132.324,0.000
1718226390.312,-71.289,-67.383,-59.570,-140.625,0.000
1718226390.315,-79.102,-77.148,-66.406,-141.602,0.000
1718226390.319,-62.988,-75.684,-66.895,-127.930,0.000
1718226390.323,-24.902,-70.312,-62.988,-122.070,0.000
1718226390.327,-14.648,-67.871,-67.871,-133.301,0.000
1718226390.331,-17.090,-59.570,-74.707,-111.816,0.000
1718226390.335,-5.371,-49.805,-63.477,-110.840,0.000
1718226390.339,-15.137,-52.734,-65.918,-127.441,0.000
1718226390.343,-35.645,-66.406,-74.707,-107.422,0.000
1718226390.347,-28.809,-72.754,-64.453,-88.867,0.000
1718226390.351,-36.621,-64.453,-58.105,-76.660,0.000
1718226390.355,-28.320,-55.176,-56.152,-53.711,0.000
1718226390.358,-21.973,-50.293,-47.363,-45.898,0.000
1718226390.362,-50.781,-64.453,-52.734,-43.457,0.000
1718226390.366,-61.035,-74.219,-61.035,-52.734,0.000
1718226390.370,-49.805,-57.129,-43.457,-70.801,0.000
1718226390.374,-62.012,-52.734,-46.875,-47.363,0.000
1718226390.378,-89.844,-69.336,-60.547,-38.086,0.000
1718226390.382,-83.496,-70.312,-56.641,-74.707,0.000
1718226390.386,-70.801,-62.012,-44.922,-50.293,0.000
1718226390.390,-83.008,-65.430,-42.480,-27.344,0.000
1718226390.394,-77.148,-62.500,-44.922,-34.180,0.000
1718226390.397,-74.219,-64.941,-43.945,-29.785,0.000
1718226390.401,-88.379,-72.754,-50.293,-1.465,0.000
1718226390.405,-67.871,-63.477,-43.945,8.789,0.000
1718226390.409,-45.410,-50.293,-27.832,-2.441,0.000
1718226390.413,-68.359,-47.363,-38.086,-13.184,0.000
1718226390.417,-75.684,-69.824,-59.570,-38.086,0.000
1718226390.421,-103.027,-90.820,-63.477,-43.945,0.000
1718226390.425,-101.074,-78.613,-60.059,-42.969,0.000
1718226390.429,-60.059,-67.383,-54.688,-45.898,0.000
1718226390.433,-74.219,-65.918,-51.270,-23.926,0.000
1718226390.437,-73.730,-65.918,-53.223,-15.137,0.000
1718226390.440,-77.148,-62.012,-47.852,-14.160,0.000
1718226390.444,-81.543,-58.594,-39.551,-2.930,0.000
1718226390.448,-65.430,-59.082,-28.809,-26.367,0.000
1718226390.452,-75.684,-56.641,-41.504,-27.832,0.000
1718226390.456,-74.219,-59.082,-55.176,-32.715,0.000
1718226390.460,-85.449,-59.570,-40.039,-32.715,0.000
1718226390.464,-89.844,-50.293,-33.203,-25.391,0.000
1718226390.468,-90.820,-42.969,-23.926,-30.762,0.000
1718226390.472,-109.863,-47.852,-28.320,-41.992,0.000
1718226390.476,-91.309,-58.105,-60.059,-62.012,0.000
1718226390.480,-101.074,-60.547,-65.430,-78.613,0.000
1718226390.483,-109.863,-60.059,-55.176,-62.500,0.000
1718226390.487,-94.238,-55.176,-50.293,-62.500,0.000
1718226390.491,-104.492,-46.387,-47.852,-78.125,0.000
1718226390.495,-98.633,-50.293,-52.246,-72.754,0.000
1718226390.499,-86.426,-54.199,-48.340,-73.242,0.000
1718226390.503,-76.172,-53.223,-41.016,-80.078,0.000
1718226390.507,-56.152,-47.363,-46.387,-72.754,0.000
1718226390.511,-60.547,-45.410,-53.223,-64.453,0.000
1718226390.515,-70.801,-55.664,-55.176,-93.262,0.000
1718226390.519,-73.242,-48.828,-58.105,-92.285,0.000
1718226390.522,-60.059,-34.668,-51.758,-63.965,0.000
1718226390.526,-54.199,-33.691,-50.781,-112.793,0.000
1718226390.530,-67.383,-46.387,-58.594,-151.855,0.000
1718226390.534,-62.500,-46.875,-53.223,-146.484,0.000
1718226390.538,-66.895,-47.852,-57.617,-159.668,0.000
1718226390.542,-55.664,-47.363,-62.012,-148.926,0.000
1718226390.546,-40.039,-48.828,-61.035,-146.484,0.000
1718226390.550,-44.922,-52.734,-63.965,-162.109,0.000
1718226390.554,-21.484,-48.828,-58.105,-128.906,0.000
1718226390.558,-37.109,-52.734,-55.664,-123.535,0.000
1718226390.562,-62.988,-61.035,-60.059,-147.949,0.000
1718226390.565,-50.293,-63.477,-53.223,-156.738,0.000
1718226390.569,-35.645,-56.152,-48.340,-188.477,0.000
1718226390.573,-8.789,-36.621,-49.316,-161.133,0.000
1718226390.577,-39.551,-44.434,-45.898,-150.879,0.000
1718226390.581,-51.270,-43.945,-27.832,-163.574,0.000
1718226390.585,-27.344,-33.203,-22.949,-152.832,0.000
1718226390.589,-30.762,-57.617,-49.316,-142.578,0.000
1718226390.593,-41.016,-62.012,-53.223,-158.691,0.000
1718226390.597,-44.922,-53.223,-50.781,-189.453,0.000
1718226390.601,-31.738,-52.246,-44.434,-155.273,0.000
1718226390.605,-38.086,-48.340,-36.133,-133.301,0.000
1718226390.608,-48.340,-43.457,-42.969,-166.016,0.000
1718226390.612,-44.434,-49.805,-44.922,-146.484,0.000
1718226390.616,-43.457,-46.875,-44.922,-134.277,0.000
1718226390.620,-58.105,-40.039,-44.434,-121.582,0.000
1718226390.624,-63.477,-41.992,-36.133,-115.723,0.000
1718226390.628,-49.316,-48.340,-36.621,-115.723,0.000
1718226390.632,-35.156,-40.039,-38.574,-123.535,0.000
1718226390.636,-51.758,-41.016,-39.062,-152.344,0.000
1718226390.640,-76.172,-55.664,-47.852,-126.465,0.000
1718226390.644,-61.035,-39.551,-27.832,-109.863,0.000
1718226390.647,-51.270,-34.180,-20.020,-111.816,0.000
1718226390.651,-70.312,-51.758,-45.898,-136.230,0.000
1718226390.655,-70.801,-50.781,-49.316,-136.230,0.000
1718226390.659,-96.191,-54.688,-41.504,-113.770,0.000
1718226390.663,-72.266,-29.785,-21.973,-108.887,0.000
1718226390.667,-57.129,-31.250,-36.621,-149.414,0.000
1718226390.671,-88.379,-53.223,-45.898,-163.086,0.000
1718226390.675,-75.684,-49.805,-28.320,-134.277,0.000
1718226390.679,-81.055,-55.664,-27.344,-133.789,0.000
1718226390.683,-81.543,-54.688,-30.273,-137.207,0.000
1718226390.687,-66.895,-48.340,-28.320,-156.738,0.000
1718226390.690,-80.078,-50.781,-31.738,-137.207,0.000
1718226390.694,-50.781,-49.805,-35.645,-118.652,0.000
1718226390.698,-56.152,-46.875,-37.109,-145.996,0.000
1718226390.702,-76.660,-48.340,-41.016,-157.715,0.000
1718226390.706,-48.340,-47.852,-41.016,-148.926,0.000
1718226390.710,-48.340,-48.340,-41.504,-125.977,0.000
1718226390.714,-71.777,-47.363,-37.109,-121.582,0.000
1718226390.718,-57.617,-44.434,-17.578,-110.840,0.000
1718226390.722,-55.176,-47.852,-35.156,-104.004,0.000
1718226390.726,-75.195,-53.223,-55.176,-120.605,0.000
1718226390.730,-69.824,-60.547,-44.922,-133.789,0.000
1718226390.733,-59.082,-60.059,-47.852,-133.789,0.000
1718226390.737,-55.664,-47.363,-46.875,-124.512,0.000
1718226390.741,-74.219,-51.758,-51.270,-105.957,0.000
1718226390.745,-83.496,-60.547,-46.875,-102.051,0.000
1718226390.749,-63.477,-55.664,-42.480,-143.555,0.000
1718226390.753,-65.430,-53.711,-47.363,-149.414,0.000
1718226390.757,-64.941,-49.805,-48.828,-123.535,0.000
1718226390.761,-54.688,-49.316,-55.176,-109.375,0.000
1718226390.765,-66.895,-54.199,-59.082,-111.328,0.000
1718226390.769,-78.125,-65.918,-55.664,-119.141,0.000
1718226390.772,-78.125,-70.801,-46.875,-110.352,0.000
1718226390.776,-67.383,-63.477,-41.016,-109.375,0.000
1718226390.780,-80.566,-66.406,-49.805,-113.770,0.000
1718226390.784,-76.172,-61.035,-49.805,-104.492,0.000
1718226390.788,-53.711,-45.410,-41.504,-123.535,0.000
1718226390.792,-70.312,-47.363,-36.133,-124.512,0.000
1718226390.796,-103.027,-65.918,-45.898,-113.770,0.000
1718226390.800,-89.355,-64.453,-32.715,-135.254,0.000
1718226390.804,-119.141,-77.148,-36.621,-169.434,0.000
1718226390.808,-159.668,-85.938,-53.711,-174.805,0.000
1718226390.812,-161.133,-78.613,-36.621,-175.781,0.000
1718226390.815,-173.828,-80.078,-26.855,-171.387,0.000
1718226390.819,-185.059,-91.797,-38.574,-208.984,0.000
1718226390.823,-205.078,-99.121,-38.086,-213.379,0.000
1718226390.827,-224.609,-91.797,-32.227,-205.566,0.000
1718226390.831,-238.770,-92.285,-32.715,-249.512,0.000
1718226390.835,-251.953,-100.098,-46.875,-284.668,0.000
1718226390.839,-241.699,-99.121,-44.434,-269.043,0.000
1718226390.843,-251.953,-102.539,-31.738,-251.953,0.000
1718226390.847,-277.344,-121.094,-37.109,-308.594,0.000
1718226390.851,-253.906,-116.699,-27.344,-307.129,0.000
1718226390.855,-261.230,-111.328,-34.668,-271.973,0.000
1718226390.858,-239.746,-103.027,-26.855,-240.723,0.000
1718226390.862,-223.145,-95.215,-7.324,-226.074,0.000
1718226390.866,-213.867,-95.703,-20.996,-211.426,0.000
1718226390.870,-165.527,-88.867,-35.156,-188.965,0.000
1718226390.874,-169.922,-85.938,-48.340,-208.496,0.000
1718226390.878,-166.016,-82.520,-45.410,-205.078,0.000
1718226390.882,-153.809,-86.914,-28.809,-171.387,0.000
1718226390.886,-130.859,-70.312,-22.461,-128.418,0.000
1718226390.890,-94.238,-59.570,-24.902,-116.211,0.000
1718226390.894,-91.309,-65.430,-30.762,-107.910,0.000
1718226390.897,-88.379,-64.453,-37.109,-82.031,0.000
1718226390.901,-72.754,-54.688,-41.016,-86.426,0.000
1718226390.905,-55.664,-49.805,-36.621,-76.172,0.000
1718226390.909,-57.617,-57.129,-43.457,-68.359,0.000
1718226390.913,-41.504,-53.223,-48.340,-50.293,0.000
1718226390.917,-23.438,-44.922,-41.504,-38.086,0.000
1718226390.921,-27.344,-44.922,-41.992,-9.766,0.000
1718226390.925,-16.113,-38.574,-41.016,-7.324,0.000
1718226390.929,0.977,-43.945,-52.246,-37.109,0.000
1718226390.933,6.348,-55.664,-55.176,-30.273,0.000
1718226390.937,-2.930,-46.387,-42.480,-29.785,0.000
1718226390.940,6.836,-28.809,-51.758,-7.812,0.000
1718226390.944,34.668,-22.949,-47.852,13.184,0.000
1718226390.948,5.859,-36.621,-45.898,1.953,0.000
1718226390.952,-15.137,-43.945,-43.945,-40.527,0.000
1718226390.956,10.742,-40.527,-33.203,-33.691,0.000
1718226390.960,33.203,-35.645,-41.504,-19.531,0.000
1718226390.964,21.484,-34.668,-41.016,-15.625,0.000
1718226390.968,21.484,-26.367,-29.297,-0.977,0.000
1718226390.972,31.250,-22.949,-31.738,-1.465,0.000
1718226390.976,51.270,-24.414,-41.504,-6.836,0.000
1718226390.980,39.062,-17.578,-38.086,-15.625,0.000
1718226390.983,7.812,-25.391,-33.691,-31.738,0.000
1718226390.987,14.160,-30.273,-38.086,-8.301,0.000
1718226390.991,4.883,-34.180,-45.410,26.367,0.000
1718226390.995,3.906,-36.621,-43.945,6.836,0.000
1718226390.999,7.324,-35.156,-49.316,-40.039,0.000
1718226391.003,-1.465,-38.574,-59.082,-29.785,0.000
1718226391.007,-10.742,-38.086,-51.758,-15.137,0.000
1718226391.011,-4.395,-37.109,-46.387,-27.832,0.000
1718226391.015,-6.836,-37.598,-46.387,-16.602,0.000
1718226391.019,0.977,-37.598,-48.340,-39.551,0.000
1718226391.023,-1.953,-37.109,-47.363,-14.160,0.000
1718226391.026,-14.648,-38.086,-38.574,11.230,0.000
1718226391.030,-16.602,-38.086,-37.598,-39.551,0.000
1718226391.034,-22.461,-35.645,-38.086,-52.734,0.000
1718226391.038,-26.855,-42.480,-34.668,-53.223,0.000
1718226391.042,-32.227,-53.223,-53.223,-54.688,0.000
1718226391.046,-13.672,-46.875,-51.758,-40.527,0.000
1718226391.050,-10.254,-41.016,-45.410,-30.762,0.000
1718226391.054,-34.668,-48.828,-55.176,-28.809,0.000
1718226391.058,-21.973,-44.922,-55.664,-51.270,0.000
1718226391.062,-5.371,-42.969,-52.246,-59.082,0.000
1718226391.065,-8.789,-50.293,-54.688,-46.875,0.000
1718226391.069,-0.488,-55.664,-48.828,-50.293,0.000
1718226391.073,2.930,-48.340,-46.387,-62.500,0.000
1718226391.077,8.789,-38.086,-42.969,-63.477,0.000
1718226391.081,25.391,-44.922,-34.668,-38.086,0.000
1718226391.085,2.441,-57.617,-49.316,-29.297,0.000
1718226391.089,-13.184,-39.062,-42.480,-67.871,0.000
1718226391.093,-1.953,-29.297,-31.738,-73.730,0.000
1718226391.097,-12.207,-41.504,-48.828,-73.730,0.000
1718226391.101,-18.555,-41.992,-58.105,-67.383,0.000
1718226391.105,-17.090,-45.410,-45.898,-71.289,0.000
1718226391.108,-15.137,-45.898,-32.715,-73.730,0.000
1718226391.112,-23.438,-51.270,-36.621,-54.688,0.000
1718226391.116,-19.531,-51.270,-37.598,-46.875,0.000
1718226391.120,-12.695,-44.922,-30.762,-80.566,0.000
1718226391.124,-26.855,-52.246,-41.016,-99.609,0.000
1718226391.128,-41.016,-58.105,-47.852,-73.242,0.000
1718226391.132,-42.969,-47.852,-40.527,-74.219,0.000
1718226391.136,-20.020,-40.527,-33.203,-52.246,0.000
1718226391.140,-33.691,-51.758,-33.203,-49.805,0.000
1718226391.144,-47.363,-52.734,-34.668,-83.008,0.000
